Sentence,Category,Spacy
" He was from Akko LGA in Gombe state, he traversed all spheres of civil service retiring as a permanent secretary in the old Bauchi state government.",H1,"[[12, 16, 'H1'], [17, 20, 'H1'], [21, 23, 'H1'], [24, 29, 'H1'], [30, 36, 'H1'], [93, 102, 'H1'], [103, 112, 'H1'], [113, 115, 'H1'], [116, 119, 'H1'], [120, 123, 'H1'], [124, 130, 'H1'], [131, 136, 'H1'], [137, 148, 'H1']]"
 Born in 1939 at Kumo in present-day Akko LGA.,H1,"[[16, 20, 'H1'], [21, 23, 'H1'], [24, 35, 'H1'], [36, 40, 'H1'], [41, 45, 'H1']]"
" Attended Kumo Elementary and Gombe senior primary schools between 1948 and 1955, he then proceeded to Bauchi provincial school where he obtained West African School Certificate in 1960.",H1,"[[9, 13, 'H1'], [14, 24, 'H1'], [25, 28, 'H1'], [29, 34, 'H1'], [35, 41, 'H1'], [42, 49, 'H1'], [50, 57, 'H1'], [102, 108, 'H1'], [109, 119, 'H1'], [120, 126, 'H1'], [145, 149, 'H1'], [150, 157, 'H1'], [158, 164, 'H1'], [165, 176, 'H1']]"
" His quest for further knowledge took him to Obafemi Awolowo University, Ile Ife, Osun state earning a certificate in Public Administration in 1977, earlier between 1961 and 1962 he was at school for Arabic studies, now Abdullahi Bayero College for Arabic studies Kano.",H1,"[[44, 51, 'H1'], [52, 59, 'H1'], [60, 71, 'H1'], [72, 75, 'H1'], [76, 80, 'H1'], [81, 85, 'H1'], [117, 123, 'H1'], [124, 138, 'H1'], [188, 194, 'H1'], [195, 198, 'H1'], [199, 205, 'H1'], [206, 214, 'H1'], [219, 228, 'H1'], [229, 235, 'H1'], [236, 243, 'H1'], [244, 247, 'H1'], [248, 254, 'H1'], [255, 262, 'H1'], [263, 268, 'H1']]"
" He has attended many other certification courses including, certificate in modern management from Ahmadu Bello University Zaria, 1977, Certificate of service; reportorial corps, federated press.",H1,"[[60, 71, 'H1'], [72, 74, 'H1'], [75, 81, 'H1'], [82, 92, 'H1'], [93, 97, 'H1'], [98, 104, 'H1'], [105, 110, 'H1'], [111, 121, 'H1'], [122, 128, 'H1'], [135, 146, 'H1'], [147, 149, 'H1'], [150, 158, 'H1'], [159, 170, 'H1'], [171, 177, 'H1'], [178, 187, 'H1'], [188, 194, 'H1']]"
" Kano 1964, Citizenship and Leadership certificate, sea school Lagos, 1979, implementation of 1988 civil service reforms amongst others.",H1,"[[0, 4, 'H1'], [5, 10, 'H1'], [11, 22, 'H1'], [23, 26, 'H1'], [27, 37, 'H1'], [38, 50, 'H1'], [51, 54, 'H1'], [55, 61, 'H1'], [62, 68, 'H1'], [69, 74, 'H1'], [75, 89, 'H1'], [90, 92, 'H1'], [93, 97, 'H1'], [98, 103, 'H1'], [104, 111, 'H1'], [112, 119, 'H1']]"
 He began working as a roving reporter federated press Kano in 1964 Collating news in lower courts.,None,[]
" Same year, 1964 he joined the defunct Northern Nigerian Government in the executive cadre, he served in various ministries later in 1968 he was deployed to North-Eastern state government serving in various capacities including staff officer military governor's office.",H1,"[[38, 46, 'H1'], [47, 55, 'H1'], [56, 66, 'H1'], [112, 122, 'H1'], [156, 169, 'H1'], [170, 175, 'H1'], [176, 186, 'H1'], [227, 232, 'H1'], [233, 240, 'H1'], [241, 249, 'H1'], [250, 260, 'H1'], [261, 268, 'H1']]"
 Was appointed Sole administrator Ningi LGA and later Katagum between 1985 and 1986.,H1,"[[14, 18, 'H1'], [19, 32, 'H1'], [33, 38, 'H1'], [39, 42, 'H1'], [53, 60, 'H1']]"
 Rose to the rank of permanent secretary in 1988 in the old Bauchi state.,H1,"[[20, 29, 'H1'], [30, 39, 'H1'], [55, 58, 'H1'], [59, 65, 'H1'], [66, 72, 'H1']]"
" He has held other political appointments both at state and federal levels including Federal Commissioner, Federal Character Commission.",H1,"[[84, 91, 'H1'], [92, 105, 'H1'], [106, 113, 'H1'], [114, 123, 'H1'], [124, 135, 'H1']]"
 He was conferred with the traditional title of Barayan Gombe by the Gombe emirate council in the year 1990.,H1,"[[47, 54, 'H1'], [55, 60, 'H1'], [68, 73, 'H1'], [74, 81, 'H1'], [82, 89, 'H1']]"
" Muhammad Banaru died evening of Saturday, 21 November 2015 at the age of 76.",H0,"[[0, 8, 'H0'], [9, 15, 'H0'], [21, 28, 'H1'], [29, 31, 'H1'], [32, 41, 'H1'], [42, 44, 'H1'], [45, 53, 'H1'], [54, 58, 'H1'], [73, 76, 'H1']]"
 Sheikh Abdul Munem Abu Zant (1937 – 26 July 2015) was a Jordanian Muslim scholar and politician.,H0,"[[0, 6, 'H0'], [7, 12, 'H0'], [13, 18, 'H0'], [19, 22, 'H0'], [23, 27, 'H0'], [28, 33, 'H1'], [34, 35, 'H1'], [36, 38, 'H1'], [39, 43, 'H1'], [44, 49, 'H1'], [56, 65, 'H1'], [66, 72, 'H1']]"
 He was member of the House of Representatives between 1989 and 1997 for the Islamic Action Front.,H1,"[[21, 26, 'H1'], [27, 29, 'H1'], [30, 45, 'H1'], [76, 83, 'H1'], [84, 90, 'H1'], [91, 97, 'H1']]"
 He was an opponent of the Israel–Jordan peace treaty and a supporter of Hamas.,H1,"[[72, 78, 'H1']]"
 Abu Zant frequently criticized the Western world and especially the United States and Israel.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 He was also critical of moderate Islamic regimes in the Middle East.,None,[]
 Abu Zant had confrontations with the Jordanian government several times.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 He was banned from delivering sermons in 1994 and was arrested several times for breaching that prohibition the same year.,None,[]
 Critique of government actions against Hamas had him arrested in 1999 and 2001.,None,[]
 Abu Zant was born in Nablus.,H0,"[[0, 3, 'H0'], [4, 8, 'H0'], [21, 28, 'H1']]"
 At one point he became member of the Muslim Brotherhood.,H1,"[[37, 43, 'H1'], [44, 56, 'H1']]"
 He was elected to the House of Representatives during the 1989 Jordanian general elections.,H1,"[[22, 27, 'H1'], [28, 30, 'H1'], [31, 46, 'H1'], [63, 72, 'H1']]"
" Abu Zant was a member of the House between 1989 and 1997 (or 1990 and 1998) for the Islamic Action Front (IAF), serving during three parliaments.",H0,"[[0, 3, 'H0'], [4, 8, 'H0'], [15, 21, 'H1'], [22, 24, 'H1'], [25, 28, 'H1'], [29, 34, 'H1'], [84, 91, 'H1'], [92, 98, 'H1'], [99, 104, 'H1'], [105, 111, 'H1']]"
 Abu Zant called himself the leader of the most radical section of the party.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 Within the IAF Abu Zant had a sizeable group of followers.,H0,"[[11, 14, 'H1'], [15, 18, 'H0'], [19, 23, 'H0']]"
 During his time in parliament Abu Zant supported introducing prohibition as well as a mandatory headscarf for Muslim women.,H1,"[[16, 18, 'H1'], [19, 29, 'H1'], [30, 33, 'H1'], [34, 38, 'H1']]"
 When female Representative Faisal kept her own style of dress in parliament Abu Zant offered her an Islamic garb and sweets to stop wearing her own clothes and make-up.,H0,"[[27, 33, 'H0'], [76, 79, 'H0'], [80, 84, 'H0']]"
 Abu Zant was an opponent of the Coalition forces during the Gulf War.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
" He called the Gulf War: ""not a war between Iraq and the U.",None,[]
 S.,None,[]
" , but rather one between Islam and the infidels"".",None,[]
 He subsequently called for a jihad against Western forces involved in the Gulf War.,None,[]
 Abu Zant called the Arab regimes that took part in the Gulf War against Iraq apostates.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 During and after the Gulf War Abu Zant was a frequent speaker at Friday preaching ceremonies at mosques.,H0,"[[30, 33, 'H0'], [34, 38, 'H0']]"
" In 1994 Abu Zant was prohibited from delivering sermons by the Ministry of Awqaf Islamic Affairs and Holy Places, after he criticized the Israel–Jordan peace treaty, which had been signed that year.",H0,"[[8, 11, 'H0'], [12, 16, 'H0']]"
 The same year he violated his prohibition when he spoke in a mosque criticizing the peace treacy.,None,[]
" A scuffle occurred in which Abu Zant was injured, with Abu Zant and his followers and other preachers claiming the police acted violently, while the police blamed the followers of the official imam of the mosque, Sami al-Najjar, who had been prevented from delivering his own speech by Abu Zant.",H0,"[[28, 31, 'H0'], [32, 36, 'H0'], [55, 58, 'H0'], [59, 63, 'H0'], [213, 217, 'H0'], [218, 228, 'H0'], [286, 289, 'H0'], [290, 295, 'H0']]"
" He later criticized official clerics in parliament, claiming that they were asking God to be merciful on Israelis, with Abu Zant referring to the Israelis as ""the killers of all God's emmissaries and prophets"".",H0,"[[120, 123, 'H0'], [124, 128, 'H0']]"
 Shortly afterwards Abu Zant was arrested for criticizing an Amman court which was holding trials against people claimed of disturbing the peace during anti-peace treaty demonstrations.,H0,"[[19, 22, 'H0'], [23, 27, 'H0']]"
" In 1994 Abu Zant wrote several articles in the newspaper Al Arab Al Yawm, which led to chief editor's arrest, as well as his own.",H0,"[[8, 11, 'H0'], [12, 16, 'H0'], [57, 59, 'H1'], [60, 64, 'H1'], [65, 67, 'H1'], [68, 73, 'H1']]"
 In late November the two men were brought before a court on charges of slandering Prime Minister Abdelsalam al-Majali.,H0,"[[82, 87, 'H1'], [88, 96, 'H1'], [97, 107, 'H0'], [108, 118, 'H0']]"
" In September 1999 the governor of Amman, Qaftan Majali, asked Abu Zant to sign a pledge withholding him from keeping pro-Hamas speeches.",H0,"[[41, 47, 'H0'], [48, 55, 'H0'], [62, 65, 'H0'], [66, 70, 'H0']]"
 Abu Zant refused and was placed under administrative arrest.,H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 In total he was arrested three times during the month for violating the Sermons Law of Jordan.,None,[]
" Shortly before his arrest he had criticized a government crackdown on Hamas supporters, which happened in August.",None,[]
 The Muslim Brotherhood subsequently demanded his release.,None,[]
" During his life Abu Zant had been expelled from Egypt, Kuwait and Saudi Arabia as his voiced opinions were deemed to radical.",H0,"[[16, 19, 'H0'], [20, 24, 'H0']]"
" In 2001, with tensions relaxing between Israelis and Palestinians and a possible peace deal ahead, Jordan launched actions against Hamas.",None,[]
" Both the Muslim Brotherhood and the Islamic Action Front protested against these, although the protests were not large.",None,[]
" Abu Zant however did protest fiercely, accusing the Jordanian government of collaborating with the United States and the Israeli intelligence agency Mossad, which led to him being arrested.",H0,"[[0, 3, 'H0'], [4, 8, 'H0']]"
 In 2014 during an interview on Al-Aqsa TV Abu Zant accused Jews of blood libel and cannibalism.,H0,"[[39, 41, 'H1'], [42, 45, 'H0'], [46, 50, 'H0']]"
 Abu Zant died on 26 July 2015.,H0,"[[0, 3, 'H0'], [4, 8, 'H0'], [17, 19, 'H1'], [20, 24, 'H1'], [25, 30, 'H1']]"
 Jordanian House Speaker Atef Tarawneh praised Abu Zant for his patriotism and dedication while being member of the House.,H0,"[[24, 28, 'H0'], [29, 37, 'H0'], [46, 49, 'H0'], [50, 54, 'H0'], [101, 107, 'H1'], [108, 110, 'H1'], [111, 114, 'H1'], [115, 121, 'H1']]"
 Three days after his death Jordanian King Abdullah II visited Abu Zant's family to extend his condolences.,H0,"[[27, 36, 'H1'], [37, 41, 'H0'], [42, 50, 'H0'], [51, 53, 'H0'], [62, 65, 'H0'], [66, 72, 'H0']]"
" Meyer Howard ""Mike"" Abrams (July 23, 1912 – April 21, 2015), usually cited as M.",H0,"[[0, 5, 'H0'], [6, 12, 'H0'], [13, 19, 'H0'], [20, 26, 'H0'], [27, 32, 'H1'], [33, 36, 'H1'], [37, 41, 'H1'], [42, 43, 'H1'], [44, 49, 'H1'], [50, 53, 'H1'], [54, 60, 'H1'], [78, 80, 'H0']]"
 H.,H0,"[[0, 2, 'H0']]"
" Abrams, was an American literary critic, known for works on romanticism, in particular his book The Mirror and the Lamp.",H0,"[[0, 7, 'H0'], [15, 23, 'H1']]"
" Under Abrams's editorship, The Norton Anthology of English Literature became the standard text for undergraduate survey courses across the U.",H0,"[[6, 14, 'H0'], [27, 30, 'H1'], [31, 37, 'H1'], [38, 47, 'H1'], [48, 50, 'H1'], [51, 58, 'H1'], [59, 69, 'H1']]"
 S.,None,[]
 and a major trendsetter in literary canon formation.,None,[]
" Abrams was the son of Eastern European Jewish immigrants in Long Branch, New Jersey.",H0,"[[0, 6, 'H0'], [22, 29, 'H1'], [30, 38, 'H1'], [39, 45, 'H1'], [60, 64, 'H1'], [65, 72, 'H1'], [73, 76, 'H1'], [77, 84, 'H1']]"
" The son of a house painter and the first in his family to go to college, he entered Harvard University as an undergraduate in 1930.",H1,"[[84, 91, 'H1'], [92, 102, 'H1'], [109, 122, 'H1']]"
" He went into English because, he says, ""there weren't jobs in any other profession.",None,[]
 .,None,[]
 .,None,[]
" , so I thought I might as well enjoy starving, instead of starving while doing something I didn't enjoy.",None,[]
" "" After earning his bachelor's degree in 1934, Abrams won a Henry Fellowship to Magdalene College, Cambridge, where his tutor was I.",H0,"[[20, 30, 'H1'], [31, 37, 'H1'], [47, 53, 'H0'], [60, 65, 'H1'], [66, 76, 'H1'], [77, 79, 'H1'], [80, 89, 'H1'], [90, 98, 'H1'], [99, 109, 'H1'], [130, 132, 'H0']]"
 A.,H0,"[[0, 2, 'H0']]"
 Richards.,H0,"[[0, 9, 'H0']]"
 He returned to Harvard for graduate school in 1935 and received a master's degree in 1937 and a Ph.,H1,"[[15, 22, 'H1'], [27, 35, 'H1'], [36, 42, 'H1'], [66, 74, 'H1'], [75, 81, 'H1'], [96, 99, 'H1']]"
 D.,H1,"[[0, 2, 'H1']]"
 in 1940.,None,[]
" During World War II, he served at the Psycho-Acoustics Laboratory at Harvard.",H1,"[[38, 54, 'H1'], [55, 65, 'H1'], [66, 68, 'H1'], [69, 77, 'H1']]"
 He describes his work as solving the problem of voice communications in a noisy military environment by establishing military codes that are highly audible and inventing selection tests for personnel who had a superior ability to recognize sound in a noisy background.,None,[]
 In 1945 Abrams became a professor at Cornell University.,H0,"[[8, 14, 'H0'], [37, 44, 'H1'], [45, 56, 'H1']]"
" The literary critics Harold Bloom, Gayatri Spivak and E.",H0,"[[21, 27, 'H0'], [28, 34, 'H0'], [35, 42, 'H0'], [43, 49, 'H0'], [50, 53, 'H1'], [54, 56, 'H0']]"
 D.,H0,"[[0, 2, 'H0']]"
" Hirsch, and the novelists William H.",H0,"[[0, 7, 'H0'], [26, 33, 'H0'], [34, 36, 'H0']]"
 Gass and Thomas Pynchon were among his students.,H0,"[[0, 4, 'H0'], [9, 15, 'H0'], [16, 23, 'H0']]"
 He was elected a Fellow of the American Academy of Arts and Sciences in 1963.,H1,"[[17, 23, 'H1'], [24, 26, 'H1'], [27, 30, 'H1'], [31, 39, 'H1'], [40, 47, 'H1'], [48, 50, 'H1'], [51, 55, 'H1'], [56, 59, 'H1'], [60, 68, 'H1']]"
" As of March 4, 2008, he was Class of 1916 Professor of English Emeritus there.",H1,"[[28, 33, 'H1'], [34, 36, 'H1'], [37, 41, 'H1'], [42, 51, 'H1'], [52, 54, 'H1'], [55, 62, 'H1'], [63, 71, 'H1']]"
" His wife of 71 years, Ruth, predeceased him in 2008.",H0,"[[4, 8, 'H1'], [22, 27, 'H0'], [47, 52, 'H1']]"
 He turned 100 in July 2012.,H1,"[[10, 13, 'H1'], [17, 21, 'H1'], [22, 27, 'H1']]"
" Abrams died on April 21, 2015 in Ithaca, New York, at the age of 102.",H0,"[[0, 6, 'H0'], [15, 20, 'H1'], [21, 24, 'H1'], [25, 29, 'H1'], [30, 32, 'H1'], [33, 40, 'H1'], [41, 44, 'H1'], [45, 50, 'H1'], [65, 69, 'H1']]"
" Abrams shows that until the Romantics, literature was typically understood as a mirror reflecting the real world in some kind of mimesis; whereas for the Romantics, writing was more like a lamp: the light of the writer's inner soul spilled out to illuminate the world.",None,[]
" In 1998, Modern Library ranked The Mirror and the Lamp one of the 100 greatest English-language nonfiction books of the 20th century.",None,[]
" Abrams was not only the general editor of The Norton Anthology, he was the editor of The Romantic Period (1798–1832) in that anthology, and he evaluated writers and their reputations.",H0,"[[0, 6, 'H0'], [24, 31, 'H1'], [32, 38, 'H1'], [39, 41, 'H1'], [42, 45, 'H1'], [46, 52, 'H1'], [53, 63, 'H1'], [85, 88, 'H1'], [89, 97, 'H1'], [98, 104, 'H1'], [105, 116, 'H1']]"
" In his introduction to Lord Byron, he emphasized how Byronism relates to Nietzsche's idea of the superman.",H0,"[[23, 27, 'H0'], [28, 34, 'H0']]"
" In the introduction to Percy Bysshe Shelley, Abrams said, ""The tragedy of Shelley's short life was that intending always the best, he brought disaster and suffering upon himself and those he loved.",H0,"[[23, 28, 'H0'], [29, 35, 'H0'], [36, 44, 'H0'], [45, 51, 'H0'], [74, 83, 'H0']]"
" ""To be clear, this anthology of ""English"" literature does not include Anglophone writers from places such as Canada, but it does include writers from various places in the British Isles, for instance, William Butler Yeats, who was appointed a senator in the Irish Free State.",H0,"[[201, 208, 'H0'], [209, 215, 'H0'], [216, 222, 'H0'], [243, 250, 'H1'], [254, 257, 'H1'], [258, 263, 'H1'], [264, 268, 'H1'], [269, 275, 'H1']]"
" Literary theories, Abrams argues, can be divided into four main groups: Mimetic Theories (interested in the relationship between the Work and the Universe) Pragmatic Theories (interested in the relationship between the Work and the Audience) Expressive Theories (interested in the relationship between the Work and the Artist) Objective Theories (interested in close reading of the Work) The Mirror and the Lamp: Romantic Theory and the Critical Tradition (1953) ISBN 978-0-19-501471-6 The Poetry of Pope: a selection (1954) ISBN 978-0-88295-067-9 Literature and Belief: English Institute essays, 1957.",H0,"[[19, 25, 'H0']]"
 (1957) editor ISBN 978-0-231-02278-1 A Glossary of Literary Terms (1957; 9th ed.,None,[]
" 2009) ISBN 978-1-4130-3390-8 English Romantic Poets: modern essays in criticism (1960) ISBN 978-0-19-501946-9 The Norton Anthology of English Literature (1962) founding editor, many later editions The Milk of Paradise: the effect of opium visions on the works of DeQuincey, Crabbe, Francis Thompson, and Coleridge (1970) ISBN 978-0-374-90028-1 Natural Supernaturalism: Tradition and Revolution in Romantic Literature (1971) ISBN 978-0-393-00609-4 The Correspondent Breeze: essays on English Romanticism (1984) ISBN 978-0-393-30340-7 Doing Things with Texts: essays in criticism and critical theory (1989) ISBN 978-0-393-02713-6 The Fourth Dimension of a Poem and Other Essays (2012) ISBN 978-0-393-05830-7 Lawrence Lipking, editor (1981) High Romantic Argument: Essays For M.",H0,"[[263, 273, 'H0'], [274, 281, 'H0'], [282, 289, 'H0'], [290, 299, 'H0'], [300, 303, 'H0'], [304, 313, 'H0'], [706, 714, 'H0'], [715, 723, 'H0'], [762, 768, 'H1'], [769, 772, 'H1'], [773, 775, 'H0']]"
 H.,H0,"[[0, 2, 'H0']]"
" Abrams ISBN 978-0-8014-1307-0 ""The Johns Hopkins Guide to Literary Theory & Criticism"" entry Short informative text on him.",H0,"[[0, 6, 'H0'], [35, 40, 'H1'], [41, 48, 'H1']]"
 M.,H0,"[[0, 2, 'H0']]"
 H.,H0,"[[0, 2, 'H0']]"
" Ivor Abrahams (10 January 1935 – 6 January 2015) was a British sculptor, ceramicist and print maker best known for his polychrome sculptures and his stylised prints of garden scenes.",H0,"[[0, 4, 'H0'], [5, 13, 'H0'], [14, 17, 'H1'], [18, 25, 'H1'], [26, 30, 'H1'], [31, 32, 'H1'], [33, 34, 'H1'], [35, 42, 'H1'], [43, 48, 'H1'], [55, 62, 'H1']]"
" His career long exploration of new subject matter, novel techniques and materials made his art dealer, James Mayor, describe him as Europe's equivalent of Robert Rauschenberg.",H0,"[[103, 108, 'H0'], [109, 115, 'H0'], [155, 161, 'H0'], [162, 175, 'H0']]"
" Ivor Abrahams was born 10 January 1935 in Wigan, Lancashire to a Jewish family, the eldest of 2 children.",H0,"[[0, 4, 'H0'], [5, 13, 'H0'], [23, 25, 'H1'], [26, 33, 'H1'], [34, 38, 'H1'], [39, 41, 'H1'], [42, 48, 'H1'], [49, 59, 'H1'], [65, 71, 'H1']]"
